time_s,f0_hz,midi,voiced,voiced_prob
0.000000,310.984992,62.992097,1,0.615950
0.011610,310.984992,62.992097,1,0.757160
0.023220,310.984992,62.992097,1,0.757160
0.034830,310.984992,62.992097,1,0.826669
0.046440,310.984992,62.992097,1,0.826669
0.058050,310.984992,62.992097,1,0.891144
0.069660,310.984992,62.992097,1,0.891144
0.081270,310.984992,62.992097,1,0.891144
0.092880,310.984992,62.992097,1,0.891144
0.104490,310.984992,62.992097,1,0.891144
0.116100,310.984992,62.992097,1,0.891144
0.127710,310.984992,62.992097,1,0.891144
0.139320,310.984992,62.992097,1,0.945930
0.150930,310.984992,62.992097,1,0.945930
0.162540,310.984992,62.992097,1,0.945930
0.174150,310.984992,62.992097,1,0.945930
0.185760,310.984992,62.992097,1,0.945930
0.197370,310.984992,62.992097,1,0.945930
0.208980,310.984992,62.992097,1,0.945930
0.220590,310.984992,62.992097,1,0.945930
0.232200,310.984992,62.992097,1,0.945930
0.243810,310.984992,62.992097,1,0.945930
0.255420,310.984992,62.992097,1,0.945930
0.267029,310.984992,62.992097,1,0.945930
0.278639,310.984992,62.992097,1,0.945930
0.290249,310.984992,62.992097,1,0.945930
0.301859,310.984992,62.992097,1,0.945930
0.313469,310.984992,62.992097,1,0.945930
0.325079,310.984992,62.992097,1,0.945930
0.336689,310.984992,62.992097,1,0.945930
0.348299,310.984992,62.992097,1,0.945930
0.359909,310.984992,62.992097,1,0.945930
0.371519,310.984992,62.992097,1,0.945930
0.383129,310.984992,62.992097,1,0.945930
0.394739,310.984992,62.992097,1,0.945930
0.406349,310.984992,62.992097,1,0.984879
0.417959,310.984992,62.992097,1,0.984879
0.429569,310.984992,62.992097,1,0.984879
0.441179,310.984992,62.992097,1,0.984879
0.452789,310.984992,62.992097,1,0.984879
0.464399,310.984992,62.992097,1,0.984879
0.476009,310.984992,62.992097,1,0.984879
0.487619,310.984992,62.992097,1,0.984879
0.499229,310.984992,62.992097,1,0.984879
0.510839,310.984992,62.992097,1,0.984879
0.522449,310.984992,62.992097,1,1.000000
0.534059,309.193850,62.892097,1,1.000000
0.545669,309.193850,62.892097,1,1.000000
0.557279,309.193850,62.892097,1,1.000000
0.568889,309.193850,62.892097,1,0.984879
0.580499,307.413024,62.792097,1,0.984879
0.592109,305.642456,62.692097,1,0.826669
0.603719,305.642456,62.692097,1,0.077975
0.615329,,,0,0.010000
0.626939,286.826494,61.592097,1,0.010000
0.638549,261.506165,59.992097,1,0.011422
0.650159,260.000000,59.892097,1,0.056071
0.661769,248.258817,59.092097,1,0.150465
0.673379,246.828951,58.992097,1,0.240754
0.684989,238.421051,58.392097,1,0.323336
0.696599,237.047847,58.292097,1,0.484987
0.708209,235.682552,58.192097,1,0.548525
0.719819,234.325120,58.092097,1,0.686083
0.731429,234.325120,58.092097,1,0.826669
0.743039,232.975507,57.992097,1,0.891144
0.754649,232.975507,57.992097,1,0.891144
0.766259,232.975507,57.992097,1,0.891144
0.777868,232.975507,57.992097,1,0.891144
0.789478,232.975507,57.992097,1,0.891144
0.801088,232.975507,57.992097,1,0.891144
0.812698,232.975507,57.992097,1,0.891144
0.824308,232.975507,57.992097,1,0.891144
0.835918,232.975507,57.992097,1,0.891144
0.847528,232.975507,57.992097,1,0.891144
0.859138,232.975507,57.992097,1,0.891144
0.870748,232.975507,57.992097,1,0.891144
0.882358,232.975507,57.992097,1,0.891144
0.893968,232.975507,57.992097,1,0.945930
0.905578,232.975507,57.992097,1,0.945930
0.917188,232.975507,57.992097,1,0.984879
0.928798,232.975507,57.992097,1,0.984879
0.940408,232.975507,57.992097,1,0.984879
0.952018,232.975507,57.992097,1,0.984879
0.963628,232.975507,57.992097,1,0.984879
0.975238,235.682552,58.192097,1,0.240754
0.986848,257.013645,59.692097,1,0.018187
0.998458,270.728160,60.592097,1,0.047687
1.010068,275.460405,60.892097,1,0.279605
1.021678,275.460405,60.892097,1,0.484987
1.033288,275.460405,60.892097,1,0.548525
1.044898,275.460405,60.892097,1,0.615950
1.056508,277.056130,60.992097,1,0.686083
1.068118,277.056130,60.992097,1,0.891144
1.079728,277.056130,60.992097,1,0.891144
1.091338,277.056130,60.992097,1,0.891144
1.102948,277.056130,60.992097,1,0.891144
1.114558,277.056130,60.992097,1,0.891144
1.126168,277.056130,60.992097,1,0.891144
1.137778,277.056130,60.992097,1,0.945930
1.149388,277.056130,60.992097,1,0.945930
1.160998,277.056130,60.992097,1,0.945930
1.172608,277.056130,60.992097,1,0.945930
1.184218,277.056130,60.992097,1,0.945930
1.195828,277.056130,60.992097,1,0.945930
1.207438,277.056130,60.992097,1,0.891144
1.219048,277.056130,60.992097,1,0.891144
1.230658,277.056130,60.992097,1,0.891144
1.242268,277.056130,60.992097,1,0.945930
1.253878,277.056130,60.992097,1,0.945930
1.265488,277.056130,60.992097,1,0.945930
1.277098,275.460405,60.892097,1,0.945930
1.288707,277.056130,60.992097,1,0.891144
1.300317,277.056130,60.992097,1,0.826669
1.311927,277.056130,60.992097,1,0.891144
1.323537,278.661100,61.092097,1,0.891144
1.335147,278.661100,61.092097,1,0.945930
1.346757,278.661100,61.092097,1,0.945930
1.358367,278.661100,61.092097,1,0.945930
1.369977,278.661100,61.092097,1,0.945930
1.381587,277.056130,60.992097,1,0.945930
1.393197,277.056130,60.992097,1,0.945930
1.404807,277.056130,60.992097,1,0.945930
1.416417,277.056130,60.992097,1,0.945930
1.428027,277.056130,60.992097,1,0.945930
1.439637,277.056130,60.992097,1,0.945930
1.451247,277.056130,60.992097,1,0.945930
1.462857,277.056130,60.992097,1,0.945930
1.474467,277.056130,60.992097,1,0.945930
1.486077,277.056130,60.992097,1,0.945930
1.497687,277.056130,60.992097,1,0.945930
1.509297,277.056130,60.992097,1,0.945930
1.520907,277.056130,60.992097,1,0.945930
1.532517,277.056130,60.992097,1,0.945930
1.544127,277.056130,60.992097,1,0.945930
1.555737,277.056130,60.992097,1,0.945930
1.567347,277.056130,60.992097,1,0.945930
1.578957,277.056130,60.992097,1,0.945930
1.590567,277.056130,60.992097,1,0.945930
1.602177,277.056130,60.992097,1,0.984879
1.613787,277.056130,60.992097,1,0.984879
1.625397,277.056130,60.992097,1,0.984879
1.637007,277.056130,60.992097,1,0.984879
1.648617,277.056130,60.992097,1,0.984879
1.660227,277.056130,60.992097,1,0.984879
1.671837,277.056130,60.992097,1,0.945930
1.683447,277.056130,60.992097,1,0.826669
1.695057,273.873869,60.792097,1,0.426062
1.706667,273.873869,60.792097,1,0.010191
1.718277,307.413024,62.792097,1,0.010000
1.729887,,,0,0.010000
1.741497,323.816902,63.692097,1,0.010000
1.753107,325.692754,63.792097,1,0.012403
1.764717,327.579473,63.892097,1,0.127937
1.776327,329.477122,63.992097,1,0.426062
1.787937,329.477122,63.992097,1,0.615950
1.799546,329.477122,63.992097,1,0.686083
1.811156,329.477122,63.992097,1,0.757160
1.822766,329.477122,63.992097,1,0.757160
1.834376,329.477122,63.992097,1,0.891144
1.845986,329.477122,63.992097,1,0.891144
1.857596,329.477122,63.992097,1,0.891144
1.869206,329.477122,63.992097,1,0.891144
1.880816,329.477122,63.992097,1,0.891144
1.892426,329.477122,63.992097,1,0.945930
1.904036,329.477122,63.992097,1,0.945930
1.915646,329.477122,63.992097,1,0.945930
1.927256,329.477122,63.992097,1,0.945930
1.938866,329.477122,63.992097,1,0.945930
1.950476,329.477122,63.992097,1,0.945930
1.962086,329.477122,63.992097,1,0.984879
1.973696,329.477122,63.992097,1,0.945930
1.985306,329.477122,63.992097,1,0.984879
1.996916,329.477122,63.992097,1,0.984879
2.008526,329.477122,63.992097,1,0.984879
2.020136,329.477122,63.992097,1,0.984879
2.031746,329.477122,63.992097,1,0.984879
2.043356,329.477122,63.992097,1,0.945930
