start_time_s,end_time_s,pitch_midi,velocity,pitch_bend
295.59428027210885,295.87291972789114,53,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295.5710603174603,295.6755501133787,58,53,1,1,1,1,1,1,1,1,1
295.46657052154194,295.59428027210885,53,59,1,1,1,1,1,1,1,1,1,1,1
295.3969106575964,295.5710603174603,58,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295.3969106575964,295.513010430839,46,49,1,1,1,1,1,1,1,1,1,1
295.37369070294784,295.46657052154194,53,46,1,1,1,1,1,1,1,1
295.04861133786846,295.37369070294784,53,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295.0370013605442,295.3969106575964,46,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
294.92090158730156,295.0370013605442,46,43,1,1,1,1,1,1,1,1,1,1
294.54938231292516,294.68870204081634,58,39,1,1,1,1,1,1,1,1,1,1,1,1
294.4797224489796,294.59582222222224,62,46,1,1,1,1,1,1,1,1,1,1
294.37523265306123,294.6190421768707,53,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
294.36362267573696,294.4797224489796,62,53,1,1,1,1,1,1,1,1,1,1
294.10820317460315,294.37523265306123,53,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
293.8863297052154,293.9792095238095,58,40,1,1,1,1,1,1,1,1
293.8514997732426,293.96759954648525,73,39,1,1,1,1,1,1,1,1,1,1
293.80505986394553,294.1662530612245,62,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0
293.71218004535143,293.96759954648525,53,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
293.56125034013604,293.71218004535143,53,42,1,1,1,1,1,1,1,1,1,1,1,1,1
293.5496403628118,293.7586199546485,65,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
293.52642040816323,293.61930022675733,70,47,1,1,1,1,1,1,1,1
293.37549070294784,293.5032004535147,63,48,1,1,1,1,1,1,1,1,1,1,1
293.3638807256236,293.5032004535147,67,47,1,1,1,1,1,1,1,1,1,1,1,1
293.3638807256236,293.78183990929705,58,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
293.3638807256236,293.5728603174603,51,32,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
293.1316811791383,293.2593909297052,60,62,1,1,1,1,1,1,1,1,1,1,1
293.1316811791383,293.3638807256236,58,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
293.120071201814,293.2826108843537,68,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1
293.120071201814,293.2593909297052,56,52,1,1,1,1,1,1,1,1,1,1,1,1
293.073631292517,293.1781210884354,53,41,0,0,1,1,1,1,1,1,1
293.06202131519274,293.24778095238094,65,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
293.0388013605442,293.1316811791383,60,42,1,1,1,-5,-5,-5,-5,1
293.01558140589566,293.1316811791383,58,65,1,1,1,1,1,1,1,1,1,1
292.98075147392285,293.120071201814,56,37,1,1,1,1,1,1,1,1,1,1,1,1
292.48152244897955,292.632452154195,58,63,1,1,1,1,1,1,1,1,1,1,1,1,1
292.4002526077097,292.5860122448979,56,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
292.3538126984127,292.48152244897955,58,62,1,1,1,1,1,1,1,1,1,1,1
292.3422027210884,292.5395723356009,63,49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
292.2144929705215,292.3538126984127,58,45,1,1,1,1,1,1,1,1,1,1,1,1
292.1332231292517,292.2841528344671,55,42,0,0,0,0,0,0,0,0,0,0,0,1,1
292.0403433106576,292.2144929705215,58,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
292.0287333333333,292.1332231292517,55,33,1,1,1,1,1,1,1,1,1
291.8649097505669,292.0403433106576,58,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291.8068598639456,291.96939954648525,61,34,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,1,1
291.7720299319728,291.8649097505669,65,46,1,1,1,1,1,1,1,1
291.7139800453515,291.8068598639456,60,34,-5,-5,-5,-5,-5,-5,-5,-5
291.69076009070295,291.8649097505669,58,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291.6791501133787,291.8068598639456,56,38,1,1,1,1,1,1,1,1,1,1,1
291.55144036281183,291.69076009070295,58,34,1,1,1,1,1,1,1,1,1,1,1,1
291.2031410430839,291.3656807256236,54,52,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291.19153106575965,291.31924081632656,58,50,1,1,1,1,1,1,1,1,1,1,1
291.09865124716555,291.19153106575965,58,49,1,1,1,1,1,1,1,1
291.0870412698413,291.2031410430839,54,79,1,1,1,1,1,1,1,1,1,1
291.04060136054426,291.19153106575965,51,60,1,1,1,1,1,1,1,1,1,1,1,1,1
290.9361115646259,291.09865124716555,58,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290.87806167800454,291.04060136054426,51,48,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290.82001179138325,290.9361115646259,58,56,1,1,1,1,1,1,1,1,1,1
290.78518185941044,290.87806167800454,51,32,1,1,1,1,1,1,1,1
290.7155219954649,290.9012816326531,70,36,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
290.6690820861678,290.9361115646259,53,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290.65747210884354,290.84323174603173,65,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290.64586213151927,290.82001179138325,58,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290.5762022675737,290.7155219954649,70,31,1,1,1,1,1,1,1,1,1,1,0,1
290.36722267573697,290.5413723356009,56,44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290.2279029478458,290.34400272108843,65,55,1,1,1,1,1,1,1,1,1,1
290.2046829931973,290.46010249433107,58,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1
289.75060997732425,289.8550997732426,62,53,1,1,1,1,1,1,1,1,1
289.6809501133787,289.959589569161,65,36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
289.6693401360544,289.87831972789115,60,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
289.6693401360544,289.8899297052154,56,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
289.6693401360544,289.8318798185941,53,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1
289.41392063492066,289.53002040816324,68,46,1,1,1,1,1,1,1,1,1,1
289.4023106575964,289.53002040816324,61,47,1,1,1,1,1,1,1,1,1,1,1
289.21655102040813,289.4023106575964,61,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
289.0540113378685,289.2049410430839,60,61,1,1,1,1,1,1,1,1,1,1,1,1,1
288.53156235827663,288.70571201814056,65,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
288.53156235827663,288.6708820861678,61,48,1,1,1,1,1,1,1,1,1,1,1,1
288.53156235827663,288.64766213151927,53,43,1,1,1,1,1,1,1,1,1,1
288.415462585034,288.53156235827663,62,56,1,1,1,1,1,1,1,1,1,1
288.3922426303855,288.6012222222222,56,46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
288.33419274376416,288.53156235827663,53,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
288.0787732426304,288.1832630385488,67,39,1,1,1,1,1,1,1,1,1
288.06716326530614,288.43868253968253,58,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
288.007829478458,288.14843310657596,51,45,1,1,1,1,1,1,1,1,1,1,1,1,1
287.99621950113374,288.1832630385488,63,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
287.7408,287.9265596371882,60,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
287.7291900226757,287.8220698412698,72,38,0,1,1,1,1,1,1,1
287.71758004535144,287.9149496598639,56,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
287.1719111111111,287.34606077097504,58,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
287.06742131519275,287.1719111111111,58,67,1,1,1,1,1,1,1,1,1
286.99776145124713,287.20674104308387,56,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
286.98615147392286,287.2880108843537,63,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
286.89327165532876,287.07903129251696,60,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
286.8700517006803,287.06742131519275,58,37,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,1,1,1
286.74234195011337,286.84683174603174,61,55,1,1,1,1,1,1,1,1,1
286.74234195011337,286.99776145124713,56,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
286.53336235827663,286.637852154195,58,44,1,1,1,1,1,1,1,1,1
286.42887256235826,286.52175238095236,61,50,1,1,1,1,1,-2,-2,-2
286.4056526077097,286.74234195011337,56,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
286.3592126984127,286.53336235827663,58,41,1,1,1,1,1,1,1,1,1,-5,-5,-5,1,1,1
286.3243827664399,286.42887256235826,61,67,1,1,1,1,1,1,1,1,1
286.3243827664399,286.48692244897956,53,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1
286.3127727891156,286.44048253968253,65,41,1,1,1,1,1,1,1,1,1,1,1
285.9399696145125,286.05606938775514,58,58,1,1,1,1,1,1,1,1,1,1
285.8703097505669,286.06767936507936,63,43,1,1,1,1,1,1,1,-5,1,1,1,1,1,1,1,1,1
285.8703097505669,286.1386231292517,61,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
285.8470897959184,285.9515795918368,78,32,1,1,1,1,1,1,1,1,1
285.7658199546485,286.00962947845807,54,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
285.74260000000004,285.8703097505669,61,60,1,1,1,1,1,1,1,1,1,1,1
285.73099002267577,285.88191972789116,46,49,1,1,1,1,1,1,1,1,1,1,1,1,1
285.6845501133787,285.9399696145125,58,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
285.6729401360544,285.8703097505669,63,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
285.66133015873015,285.7658199546485,51,44,1,1,1,1,1,1,1,1,1
285.56845034013605,285.74260000000004,61,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
285.5568403628118,285.73099002267577,46,33,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
285.54523038548757,285.64972018140594,73,54,1,1,1,1,1,1,1,1,1
285.5336204081633,285.6845501133787,58,63,1,1,1,1,1,1,1,1,1,1,1,1,1
285.47557052154195,285.56845034013605,61,70,1,1,1,1,1,1,1,1
285.33625079365083,285.47557052154195,61,60,-2,-2,-2,1,1,1,1,1,1,1,1,1
285.33625079365083,285.4987904761905,56,36,1,1,1,1,1,1,1,1,1,1,1,1,1,1
285.33625079365083,285.4523505668934,49,33,1,1,1,1,1,1,1,1,1,1
285.32464081632656,285.4871804988662,63,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1
285.01117142857146,285.33625079365083,61,43,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-2
284.9995614512472,285.0924412698413,65,42,1,1,1,1,1,1,1,1
284.9879514739229,285.2201510204082,56,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
284.79058185941045,285.01117142857146,61,39,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
284.6164321995465,284.79058185941045,60,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
284.5235523809524,284.6512621315193,65,50,1,1,1,1,1,1,1,1,1,1,1
284.51194240362815,284.7789718820862,46,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
284.4655024943311,284.593212244898,61,37,1,1,1,1,0,1,1,1,1,1,1
284.4538925170068,284.60482222222225,53,35,1,1,1,1,1,1,1,1,1,1,1,1,1
284.2100829931973,284.3958426303855,61,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
284.2100829931973,284.33779274376417,58,51,1,1,1,1,1,1,1,1,1,1,1
284.19847301587305,284.3145727891157,73,50,1,1,1,1,1,1,1,1,1,1
284.15203310657597,284.5235523809524,65,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
284.0823732426304,284.2216929705216,56,62,1,1,1,1,1,1,1,1,1,1,1,1
284.03464943310655,284.1752530612245,72,38,1,1,1,1,1,1,1,1,1,1,1,1,1
284.03464943310655,284.1868630385488,60,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1
284.01142947845807,284.19847301587305,63,44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
283.964989569161,284.0823732426304,56,67,1,1,1,1,1,1,1,1,1,1,1
283.84888979591835,284.01142947845807,61,43,-2,1,1,1,1,1,1,1,1,1,1,1,1,1
283.7327900226757,283.84888979591835,60,76,1,1,1,1,1,1,1,1,1,1
283.70957006802723,283.8256698412698,75,36,0,0,1,1,1,1,1,1,1,1
283.69796009070296,283.94176961451245,46,40,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1
283.6863501133787,283.98820952380953,65,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
283.6515201814059,283.964989569161,56,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
283.61669024943313,283.88371972789116,68,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
283.3728807256236,283.6863501133787,65,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
283.31483083900224,283.51220045351477,61,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
282.9897514739229,283.12907120181404,72,36,1,1,1,1,1,1,1,1,1,1,1,1
282.9897514739229,283.1522911564626,46,46,1,1,1,1,1,1,1,1,1,1,1,1,1,1
282.97814149659865,283.16390113378685,68,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
282.97814149659865,283.3728807256236,56,36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
282.9665315192744,283.3728807256236,65,48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
282.85043174603175,282.9665315192744,61,67,1,1,1,1,1,1,1,1,1,1
282.8388217687075,282.9665315192744,65,32,1,1,1,1,1,1,1,1,1,1,1
282.50213242630383,282.61823219954647,65,40,1,1,1,1,1,1,1,1,1,1
282.38603265306125,282.5137424036281,56,63,1,1,1,1,1,1,1,1,1,1,1
282.374422675737,282.47891247165535,63,49,1,1,1,1,1,1,1,1,1
282.374422675737,282.52535238095237,60,68,1,1,1,1,1,1,1,1,1,1,1,1,1
282.374422675737,282.4673024943311,53,50,1,1,1,1,1,1,1,1
282.2931528344671,282.44408253968254,65,53,1,1,1,1,1,1,1,1,1,1,1,1,1
282.0248394557823,282.2931528344671,65,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
281.966789569161,282.1422231292517,61,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
281.8390798185941,281.9551795918367,58,32,-5,1,1,1,1,1,1,1,1,1
281.63010022675735,281.88551972789116,56,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
281.6068802721088,281.90873968253965,68,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
281.5488303854875,281.72298004535145,53,36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
281.53722040816325,281.6533201814059,61,44,-2,1,1,1,1,1,1,1,1,1
281.525610430839,282.0248394557823,65,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
281.44434058956915,281.63010022675735,56,34,1,1,1,1,1,1,1,1,1,-2,-2,-2,1,1,1,1
281.3862907029478,281.53722040816325,60,55,1,1,1,1,1,1,1,1,1,1,1,1,1
281.18892108843534,281.35146077097505,61,62,1,1,1,1,1,1,1,1,1,1,1,1,0,0
281.17731111111107,281.3282408163265,73,57,1,1,1,1,1,1,1,1,1,1,1,1,1
281.0496013605442,281.1424811791383,63,51,1,1,1,1,1,1,1,1
281.03799138321995,281.18892108843534,61,42,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1
281.0263814058957,281.1424811791383,72,47,1,1,1,1,1,1,1,1,1,1
281.0263814058957,281.44434058956915,56,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
281.0147714285714,281.16570113378685,51,46,1,1,1,1,1,1,1,1,1,1,1,1,1
280.6548621315193,280.8406217687075,65,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280.6548621315193,280.81740181405894,61,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280.63164217687074,280.75935192743765,77,41,1,1,1,1,1,1,1,1,1,1,1
280.53876235827664,280.63164217687074,60,51,1,1,1,1,1,1,1,1
280.35300272108844,280.5155424036281,54,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280.3297827664399,280.4807124716553,73,34,1,1,1,1,1,1,1,1,1,1,1,1,1
280.17885306122446,280.3413927437642,61,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280.0498594104309,280.17885306122446,61,39,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1
279.98019954648527,280.22529297052154,65,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
279.968589569161,280.1556331065759,77,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
279.968589569161,280.0962993197279,72,35,1,1,1,1,1,1,1,1,1,1,1
279.968589569161,280.1556331065759,68,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
279.66673015873016,279.98019954648527,65,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
279.5970702947846,279.89892970521544,73,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
279.58546031746033,279.8524897959184,61,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
279.51580045351477,279.66673015873016,70,34,1,1,1,1,1,1,1,1,1,1,1,1,1
279.3764807256236,279.4693605442177,60,52,1,1,1,1,1,1,1,1
279.34165079365084,279.57385034013606,58,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
279.2836009070295,279.43453061224494,65,35,1,1,1,1,1,1,1,1,1,1,1,1,1
279.2836009070295,279.3764807256236,60,61,1,1,1,1,1,1,1,1
279.1791111111111,279.30682086167803,63,58,1,1,1,1,1,1,1,1,1,1,1
279.0514013605442,279.1442811791383,61,41,1,1,1,1,1,1,1,1
279.0049614512472,279.34165079365084,56,36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
278.85403174603175,279.0514013605442,61,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
278.8424217687075,278.9933514739229,58,61,1,1,1,1,1,1,1,1,1,1,1,1,1
278.79598185941046,278.94691156462585,70,32,1,1,1,1,1,1,1,1,1,1,1,1,1
278.7263219954649,278.85403174603175,61,57,-2,-2,1,1,1,1,1,1,1,1,1
278.71471201814063,279.2836009070295,65,44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5
278.5057324263039,278.61022222222226,73,30,-2,-2,-2,0,1,1,1,1,1
278.4709024943311,278.7263219954649,61,49,-2,-2,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-2
