time_s,f0_hz,midi,voiced,voiced_prob
0.000000,261.506165,59.992097,1,0.548525
0.011610,261.506165,59.992097,1,0.686083
0.023220,261.506165,59.992097,1,0.757160
0.034830,261.506165,59.992097,1,0.826669
0.046440,261.506165,59.992097,1,0.826669
0.058050,261.506165,59.992097,1,0.891144
0.069660,261.506165,59.992097,1,0.891144
0.081270,261.506165,59.992097,1,0.891144
0.092880,261.506165,59.992097,1,0.891144
0.104490,261.506165,59.992097,1,0.891144
0.116100,261.506165,59.992097,1,0.891144
0.127710,261.506165,59.992097,1,0.891144
0.139320,261.506165,59.992097,1,0.891144
0.150930,261.506165,59.992097,1,0.891144
0.162540,261.506165,59.992097,1,0.891144
0.174150,261.506165,59.992097,1,0.891144
0.185760,261.506165,59.992097,1,0.891144
0.197370,261.506165,59.992097,1,0.891144
0.208980,261.506165,59.992097,1,0.945930
0.220590,261.506165,59.992097,1,0.945930
0.232200,261.506165,59.992097,1,0.945930
0.243810,261.506165,59.992097,1,0.945930
0.255420,261.506165,59.992097,1,0.945930
0.267029,261.506165,59.992097,1,0.945930
0.278639,261.506165,59.992097,1,0.945930
0.290249,261.506165,59.992097,1,0.945930
0.301859,261.506165,59.992097,1,0.945930
0.313469,261.506165,59.992097,1,0.945930
0.325079,261.506165,59.992097,1,0.945930
0.336689,261.506165,59.992097,1,0.945930
0.348299,261.506165,59.992097,1,0.984879
0.359909,261.506165,59.992097,1,0.984879
0.371519,261.506165,59.992097,1,0.945930
0.383129,261.506165,59.992097,1,0.945930
0.394739,261.506165,59.992097,1,0.945930
0.406349,261.506165,59.992097,1,0.891144
0.417959,263.021054,60.092097,1,0.891144
0.429569,263.021054,60.092097,1,0.891144
0.441179,263.021054,60.092097,1,0.945930
0.452789,263.021054,60.092097,1,0.945930
0.464399,263.021054,60.092097,1,0.945930
0.476009,263.021054,60.092097,1,0.945930
0.487619,263.021054,60.092097,1,0.945930
0.499229,261.506165,59.992097,1,0.945930
0.510839,261.506165,59.992097,1,0.945930
0.522449,261.506165,59.992097,1,0.945930
0.534059,261.506165,59.992097,1,0.945930
0.545669,261.506165,59.992097,1,0.945930
0.557279,261.506165,59.992097,1,0.945930
0.568889,261.506165,59.992097,1,0.945930
0.580499,261.506165,59.992097,1,0.945930
0.592109,261.506165,59.992097,1,0.984879
0.603719,261.506165,59.992097,1,0.984879
0.615329,261.506165,59.992097,1,0.984879
0.626939,261.506165,59.992097,1,0.945930
0.638549,261.506165,59.992097,1,0.891144
0.650159,263.021054,60.092097,1,0.891144
0.661769,263.021054,60.092097,1,0.826669
0.673379,263.021054,60.092097,1,0.826669
0.684989,263.021054,60.092097,1,0.891144
0.696599,263.021054,60.092097,1,0.891144
0.708209,263.021054,60.092097,1,0.891144
0.719819,263.021054,60.092097,1,0.891144
0.731429,261.506165,59.992097,1,0.891144
0.743039,261.506165,59.992097,1,0.891144
0.754649,261.506165,59.992097,1,0.891144
0.766259,261.506165,59.992097,1,0.891144
0.777868,261.506165,59.992097,1,0.891144
0.789478,261.506165,59.992097,1,0.891144
0.801088,261.506165,59.992097,1,0.891144
0.812698,261.506165,59.992097,1,0.891144
0.824308,261.506165,59.992097,1,0.891144
0.835918,261.506165,59.992097,1,0.891144
0.847528,261.506165,59.992097,1,0.891144
0.859138,261.506165,59.992097,1,0.891144
0.870748,261.506165,59.992097,1,0.891144
0.882358,261.506165,59.992097,1,0.891144
0.893968,261.506165,59.992097,1,0.945930
0.905578,261.506165,59.992097,1,0.945930
0.917188,261.506165,59.992097,1,0.945930
0.928798,261.506165,59.992097,1,0.945930
0.940408,261.506165,59.992097,1,0.945930
0.952018,261.506165,59.992097,1,0.945930
0.963628,261.506165,59.992097,1,0.945930
0.975238,261.506165,59.992097,1,0.945930
0.986848,261.506165,59.992097,1,0.945930
0.998458,261.506165,59.992097,1,0.945930
1.010068,261.506165,59.992097,1,0.945930
1.021678,261.506165,59.992097,1,0.945930
1.033288,261.506165,59.992097,1,0.945930
1.044898,261.506165,59.992097,1,0.945930
1.056508,261.506165,59.992097,1,0.891144
1.068118,261.506165,59.992097,1,0.945930
1.079728,261.506165,59.992097,1,0.945930
1.091338,261.506165,59.992097,1,0.945930
1.102948,261.506165,59.992097,1,0.945930
1.114558,261.506165,59.992097,1,0.945930
1.126168,261.506165,59.992097,1,0.945930
1.137778,261.506165,59.992097,1,0.945930
1.149388,261.506165,59.992097,1,0.945930
1.160998,261.506165,59.992097,1,0.945930
1.172608,261.506165,59.992097,1,0.945930
1.184218,261.506165,59.992097,1,0.945930
1.195828,261.506165,59.992097,1,0.945930
1.207438,261.506165,59.992097,1,0.984879
1.219048,261.506165,59.992097,1,0.984879
1.230658,261.506165,59.992097,1,0.984879
1.242268,263.021054,60.092097,1,0.984879
1.253878,263.021054,60.092097,1,0.984879
1.265488,263.021054,60.092097,1,0.945930
1.277098,263.021054,60.092097,1,0.945930
1.288707,261.506165,59.992097,1,0.945930
1.300317,261.506165,59.992097,1,0.945930
1.311927,261.506165,59.992097,1,0.945930
1.323537,261.506165,59.992097,1,0.945930
1.335147,261.506165,59.992097,1,0.945930
1.346757,261.506165,59.992097,1,0.945930
1.358367,261.506165,59.992097,1,0.945930
1.369977,261.506165,59.992097,1,0.945930
1.381587,261.506165,59.992097,1,0.945930
1.393197,261.506165,59.992097,1,0.984879
1.404807,261.506165,59.992097,1,0.984879
1.416417,261.506165,59.992097,1,0.984879
1.428027,261.506165,59.992097,1,0.945930
1.439637,261.506165,59.992097,1,0.891144
1.451247,261.506165,59.992097,1,0.757160
1.462857,263.021054,60.092097,1,0.484987
1.474467,263.021054,60.092097,1,0.108580
1.486077,263.021054,60.092097,1,0.016468
1.497687,263.021054,60.092097,1,0.010468
1.509297,263.021054,60.092097,1,0.010140
1.520907,263.021054,60.092097,1,0.015086
1.532517,261.506165,59.992097,1,0.092038
1.544127,261.506165,59.992097,1,0.206507
1.555737,261.506165,59.992097,1,0.372136
1.567347,261.506165,59.992097,1,0.686083
1.578957,261.506165,59.992097,1,0.757160
1.590567,261.506165,59.992097,1,0.426062
1.602177,263.021054,60.092097,1,0.176531
1.613787,261.506165,59.992097,1,0.077975
1.625397,264.544720,60.192097,1,0.020318
1.637007,264.544720,60.192097,1,0.010468
1.648617,264.544720,60.192097,1,0.010002
1.660227,264.544720,60.192097,1,0.010000
1.671837,,,0,0.010000
1.683447,,,0,0.010000
1.695057,,,0,0.010000
1.706667,,,0,0.010000
1.718277,,,0,0.010000
1.729887,,,0,0.010000
1.741497,,,0,0.010000
1.753107,261.506165,59.992097,1,0.010000
1.764717,261.506165,59.992097,1,0.010102
1.776327,260.000000,59.892097,1,0.026168
1.787937,261.506165,59.992097,1,0.108580
1.799546,261.506165,59.992097,1,0.323336
1.811156,261.506165,59.992097,1,0.548525
1.822766,261.506165,59.992097,1,0.757160
1.834376,261.506165,59.992097,1,0.826669
1.845986,261.506165,59.992097,1,0.891144
1.857596,261.506165,59.992097,1,0.891144
1.869206,261.506165,59.992097,1,0.945930
1.880816,261.506165,59.992097,1,0.945930
1.892426,261.506165,59.992097,1,0.945930
1.904036,261.506165,59.992097,1,0.945930
1.915646,261.506165,59.992097,1,0.984879
1.927256,261.506165,59.992097,1,0.984879
1.938866,261.506165,59.992097,1,0.945930
1.950476,261.506165,59.992097,1,0.826669
1.962086,261.506165,59.992097,1,0.826669
1.973696,261.506165,59.992097,1,0.826669
1.985306,263.021054,60.092097,1,0.826669
1.996916,263.021054,60.092097,1,0.826669
2.008526,263.021054,60.092097,1,0.891144
2.020136,263.021054,60.092097,1,0.945930
2.031746,263.021054,60.092097,1,0.945930
2.043356,261.506165,59.992097,1,0.945930
2.054966,261.506165,59.992097,1,0.945930
2.066576,261.506165,59.992097,1,0.945930
2.078186,261.506165,59.992097,1,0.945930
2.089796,261.506165,59.992097,1,0.945930
2.101406,261.506165,59.992097,1,0.945930
2.113016,261.506165,59.992097,1,0.945930
2.124626,261.506165,59.992097,1,0.945930
2.136236,260.000000,59.892097,1,0.891144
2.147846,261.506165,59.992097,1,0.891144
2.159456,263.021054,60.092097,1,0.826669
2.171066,264.544720,60.192097,1,0.826669
2.182676,264.544720,60.192097,1,0.891144
2.194286,263.021054,60.092097,1,0.891144
2.205896,263.021054,60.092097,1,0.891144
2.217506,263.021054,60.092097,1,0.891144
2.229116,263.021054,60.092097,1,0.891144
2.240726,263.021054,60.092097,1,0.891144
2.252336,261.506165,59.992097,1,0.945930
2.263946,261.506165,59.992097,1,0.891144
2.275556,261.506165,59.992097,1,0.945930
2.287166,261.506165,59.992097,1,0.891144
2.298776,261.506165,59.992097,1,0.945930
2.310385,261.506165,59.992097,1,0.891144
2.321995,261.506165,59.992097,1,0.891144
2.333605,261.506165,59.992097,1,0.891144
2.345215,261.506165,59.992097,1,0.891144
2.356825,261.506165,59.992097,1,0.891144
2.368435,261.506165,59.992097,1,0.891144
2.380045,261.506165,59.992097,1,0.891144
2.391655,261.506165,59.992097,1,0.891144
2.403265,261.506165,59.992097,1,0.891144
2.414875,261.506165,59.992097,1,0.945930
2.426485,261.506165,59.992097,1,0.945930
2.438095,261.506165,59.992097,1,0.945930
2.449705,261.506165,59.992097,1,0.945930
2.461315,261.506165,59.992097,1,0.945930
2.472925,261.506165,59.992097,1,0.945930
2.484535,261.506165,59.992097,1,0.945930
2.496145,261.506165,59.992097,1,0.945930
2.507755,261.506165,59.992097,1,0.945930
2.519365,261.506165,59.992097,1,0.945930
2.530975,261.506165,59.992097,1,0.945930
2.542585,261.506165,59.992097,1,0.945930
2.554195,261.506165,59.992097,1,0.984879
2.565805,261.506165,59.992097,1,0.984879
2.577415,261.506165,59.992097,1,0.984879
2.589025,261.506165,59.992097,1,0.984879
2.600635,261.506165,59.992097,1,0.984879
2.612245,261.506165,59.992097,1,0.615950
2.623855,261.506165,59.992097,1,0.372136
2.635465,263.021054,60.092097,1,0.484987
2.647075,263.021054,60.092097,1,0.615950
2.658685,263.021054,60.092097,1,0.686083
2.670295,263.021054,60.092097,1,0.757160
2.681905,263.021054,60.092097,1,0.757160
2.693515,263.021054,60.092097,1,0.826669
2.705125,263.021054,60.092097,1,0.891144
2.716735,261.506165,59.992097,1,0.891144
2.728345,261.506165,59.992097,1,0.891144
2.739955,261.506165,59.992097,1,0.891144
2.751565,261.506165,59.992097,1,0.891144
2.763175,261.506165,59.992097,1,0.891144
2.774785,261.506165,59.992097,1,0.891144
2.786395,261.506165,59.992097,1,0.945930
2.798005,261.506165,59.992097,1,0.891144
2.809615,261.506165,59.992097,1,0.891144
2.821224,261.506165,59.992097,1,0.891144
2.832834,261.506165,59.992097,1,0.891144
2.844444,261.506165,59.992097,1,0.891144
2.856054,261.506165,59.992097,1,0.945930
2.867664,261.506165,59.992097,1,0.945930
2.879274,263.021054,60.092097,1,0.945930
2.890884,261.506165,59.992097,1,0.945930
2.902494,261.506165,59.992097,1,0.945930
2.914104,261.506165,59.992097,1,0.945930
2.925714,261.506165,59.992097,1,0.984879
2.937324,261.506165,59.992097,1,0.984879
2.948934,261.506165,59.992097,1,0.984879
2.960544,261.506165,59.992097,1,0.984879
2.972154,261.506165,59.992097,1,0.984879
2.983764,261.506165,59.992097,1,0.945930
2.995374,261.506165,59.992097,1,0.891144
3.006984,261.506165,59.992097,1,0.615950
3.018594,261.506165,59.992097,1,0.176531
3.030204,261.506165,59.992097,1,0.010623
3.041814,261.506165,59.992097,1,0.022944
3.053424,261.506165,59.992097,1,0.047687
3.065034,261.506165,59.992097,1,0.279605
3.076644,261.506165,59.992097,1,0.484987
3.088254,261.506165,59.992097,1,0.615950
3.099864,261.506165,59.992097,1,0.686083
3.111474,261.506165,59.992097,1,0.757160
3.123084,261.506165,59.992097,1,0.826669
3.134694,261.506165,59.992097,1,0.891144
3.146304,261.506165,59.992097,1,0.891144
3.157914,261.506165,59.992097,1,0.891144
3.169524,261.506165,59.992097,1,0.891144
